Name,Price,MRP,Disc_Per,Rating,Reviews,Discount_Price
Action - AM 1024-Mrn Maroon Men's Sports Running Shoes,620.0,1099.0,0.44,4.4,5.0,479.0
SCHOOZI Hector-1 Blue Men's Sports Running Shoes,540.0,2499.0,0.78,4.2,5.0,1959.0
OFF LIMITS STUSSY B&T Tan Men's Sports Running Shoes,1624.0,6299.0,0.74,4.2,21.0,4675.0
ASIAN FORTUNER-12 Light Grey Men's Sports Running Shoes,841.0,1799.0,0.53,4.2,75.0,958.0
Action Sports Shoes For Men Beige Men's Sports Running Shoes,1036.0,3199.0,0.68,4.7,7.0,2163.0
ASIAN EVEREST-08 Light Grey Men's Sports Running Shoes,1399.0,2999.0,0.53,4.4,14.0,1600.0
Campus CAMP CYBORG Black Men's Sports Running Shoes,877.0,2599.0,0.66,4.2,5.0,1722.0
koburg Navy Blue Men's Sports Running Shoes,770.0,2999.0,0.74,4.2,16.0,2229.0
KHADIM - White Men's Sports Running Shoes,510.0,969.0,0.47,3.8,9.0,459.0
Cult Active Gray Men's Sports Running Shoes,1720.0,4689.0,0.63,4.2,5.0,2969.0
Action Sports Shoes For Men Navy Men's Sports Running Shoes,699.0,1899.0,0.63,3.9,34.0,1200.0
Impakto Black Men's Sports Running Shoes,1699.0,4999.0,0.66,4.2,5.0,3300.0
JQR BLAST-02 Light Grey Men's Sports Running Shoes,1206.0,2299.0,0.48,4.4,24.0,1093.0
Avant Lujo Dark Grey Men's Sports Running Shoes,825.0,1669.0,0.51,4.3,122.0,844.0
Campus HUMBER White Men's Sports Running Shoes,1012.0,1999.0,0.49,4.3,6.0,987.0
Campus EXTRACT Navy Men's Sports Running Shoes,1148.0,3499.0,0.67,4.0,7.0,2351.0
KHADIM - Gray Men's Sports Running Shoes,502.0,685.0,0.27,3.8,9.0,183.0
Bersache Men running shoe  Light Blue Men's Sports Running Shoes,994.0,4999.0,0.8,4.1,12.0,4005.0
Liberty Blue Men's Sports Running Shoes,1499.0,2499.0,0.4,3.7,3.0,1000.0
ASIAN ORBIT-03 White Men's Sports Running Shoes,589.0,1299.0,0.55,4.2,74.0,710.0
Cult Oxyra Black Men's Sports Running Shoes,1790.0,4199.0,0.57,3.5,2.0,2409.0
ASIAN NEXON-03 White Men's Sports Running Shoes,642.0,1499.0,0.57,3.9,142.0,857.0
ASIAN NAVIGATOR-31 Black Men's Sports Running Shoes,924.0,2299.0,0.6,5.0,1.0,1375.0
Campus JIVE Off White Men's Sports Running Shoes,939.0,2799.0,0.66,4.4,15.0,1860.0
Action Sports Shoes For Men White Men's Sports Running Shoes,865.0,2299.0,0.62,4.4,37.0,1434.0
OFF LIMITS - TOP GUN Black Men's Sports Running Shoes,784.0,4499.0,0.83,4.1,13.0,3715.0
Cult MeshBlaze Black Men's Sports Running Shoes,1701.0,3929.0,0.57,5.0,7.0,2228.0
Campus Electro White Running Shoes,897.0,2299.0,0.61,3.7,27.0,1402.0
ASIAN TERMINATOR-09 Navy Men's Sports Running Shoes,562.0,1299.0,0.57,4.4,11.0,737.0
hotstyle Multicolor Men's Sports Running Shoes,509.0,2249.0,0.77,5.0,1.0,1740.0
ASIAN WONDER-21 Beige Men's Sports Running Shoes,575.0,1299.0,0.56,4.1,8.0,724.0
Campus FUNK Black Men's Sports Running Shoes,1799.0,1799.0,0.0,4.2,10.0,0.0
ASIAN TOOFAN-02 Blue Men's Sports Running Shoes,562.0,1299.0,0.57,3.9,29.0,737.0
Clymb Onus Marketing Light Blue Men's Sports Running Shoes,580.0,2100.0,0.72,4.0,3.0,1520.0
ASIAN BOSS-32 Brown Men's Sports Running Shoes,954.0,1899.0,0.5,4.3,69.0,945.0
Action Black Men's Sports Running Shoes,1336.0,3799.0,0.65,5.0,3.0,2463.0
ASIAN QUANTUM-57 Navy Men's Sports Running Shoes,2239.0,2799.0,0.2,4.5,4.0,560.0
ASIAN RAFTAAR-18 Navy Men's Sports Running Shoes,686.0,1999.0,0.66,3.8,16.0,1313.0
Bersache Green Men's Sports Running Shoes,832.0,4999.0,0.83,4.2,6.0,4167.0
JQR AETHER Navy Men's Sports Running Shoes,891.0,1399.0,0.36,4.5,16.0,508.0
JQR PREMIUM Green Men's Sports Running Shoes,891.0,1999.0,0.55,4.0,144.0,1108.0
ASIAN TITAAN-08 Brown Men's Sports Running Shoes,719.0,2249.0,0.68,4.7,15.0,1530.0
Action Shoes Green Men's Sports Running Shoes,1170.0,3199.0,0.63,4.5,2.0,2029.0
VCTR Rocket RKT01 Black Men's Sports Running Shoes,607.0,2499.0,0.76,4.3,4.0,1892.0
Clymb Navy Blue Men's Sports Running Shoes,533.0,2100.0,0.75,3.8,153.0,1567.0
JQR SPECIAL-001 PLUS Light Grey Men's Sports Running Shoes,829.0,1399.0,0.41,4.3,47.0,570.0
Action - Sports Running Shoes Black Men's Sports Running Shoes,553.0,1399.0,0.6,4.0,1.0,846.0
ASIAN PLATINUM-04 Light Grey Men's Sports Running Shoes,603.0,1399.0,0.57,4.1,110.0,796.0
Action Sports Shoes For Men Gray Men's Sports Running Shoes,1739.0,4999.0,0.65,4.3,37.0,3260.0
ASIAN THAR-22 Black Men's Sports Running Shoes,619.0,1599.0,0.61,4.0,3.0,980.0
Impakto Blue Men's Sports Running Shoes,1699.0,3199.0,0.47,3.5,20.0,1500.0
JQR BOUNCER Blue Running Shoes,891.0,1699.0,0.48,3.7,41.0,808.0
PENNEN Blue Men's Sports Running Shoes,490.0,999.0,0.51,5.0,1.0,509.0
Impakto Beige Men's Sports Running Shoes,949.0,3609.0,0.74,3.3,3.0,2660.0
Campus STREME Navy  Men's Sports Running Shoes,857.0,1899.0,0.55,4.4,90.0,1042.0
PENNEN Gray Men's Sports Running Shoes,352.0,999.0,0.65,4.2,5.0,647.0
Cult MeshBlaze Blue Men's Sports Running Shoes,1701.0,3929.0,0.57,5.0,7.0,2228.0
